标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Political Ideology Shifts in Large Language Models,大语言模型中的政治意识形态转变,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16013v1,http://arxiv.org/abs/2508.16013v1,2508.16013v1,本文研究了大型语言模型在政治意识形态表达上的变化，重点分析了不同模型规模及“虚拟人格”设定对其政治倾向的影响。结果显示，模型规模越大，其政治观点覆盖越广且极化程度越高；对明确意识形态提示的敏感度随规模增加而增强；模型对右派权威主义提示的反应强于左派自由主义；且人格描述中的主题内容会引发系统性且可预测的意识形态偏移。研究强调，随着这类模型广泛应用于决策和政策领域，需关注其潜在的意识形态可塑性，以保障公平与透明。
HePGA: A Heterogeneous Processing-in-Memory based GNN Training Accelerator,HePGA：一种基于异构处理内存的图神经网络训练加速器,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16011v1,http://arxiv.org/abs/2508.16011v1,2508.16011v1,本文提出了一种基于异构处理器内存（PIM）的图神经网络训练加速器HePGA，利用三维集成技术将多种PIM器件结合在同一平台上，实现能效与性能的优化。通过针对不同图神经网络层及计算特点，将任务合理分配到不同器件和层级，HePGA在能效和计算效率上分别提升了3.8倍和6.8倍，同时保持了模型的预测准确性。实验结果表明，该架构不仅显著优于现有方案，还能有效加速新兴的变换器模型推理，展现出广泛应用潜力。
Self-Aligning EPM Connector: A Versatile Solution for Adaptive and Multi-Modal Interfaces,自对准电永磁连接器：适用于自适应与多模态接口的多功能解决方案,21 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.16008v1,http://arxiv.org/abs/2508.16008v1,2508.16008v1,本文提出了一种基于电永久磁铁技术的多功能连接器，集成了自动对齐、机械连接、流体传输和数据通信功能，采用紧凑的3D打印结构。实验验证了该连接器在不同模式下的高效流体传输和稳定数据传输能力，同时具备良好的自适应对齐性能，能有效应对多种位置偏差且能耗低。该设计为模块化机器人、电动车充电、家用机器人及航天对接等领域提供了一种灵活可靠的连接解决方案。
Cross-Attention Multimodal Fusion for Breast Cancer Diagnosis: Integrating Mammography and Clinical Data with Explainability,基于交叉注意力的多模态融合用于乳腺癌诊断：整合乳腺X线摄影与临床数据并具备可解释性,21 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16000v1,http://arxiv.org/abs/2508.16000v1,2508.16000v1,本文提出了一种结合乳腺X光影像和临床数据的多模态深度学习方法，用于乳腺病变的精准诊断。研究比较了多种融合策略，发现跨注意力机制在整合两类信息方面效果最佳，显著提升了分类性能。模型在公开数据集上表现优异，准确率和诊断可靠性均达到较高水平。此外，论文强调了可解释人工智能技术在提高诊断模型透明度和可信度中的重要作用，为乳腺癌辅助诊断提供了更全面和有效的解决方案。
"GelSLAM: A Real-time, High-Fidelity, and Robust 3D Tactile SLAM System",GelSLAM：一种实时、高保真且鲁棒的三维触觉SLAM系统,21 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.15990v1,http://arxiv.org/abs/2508.15990v1,2508.15990v1,本文提出了GelSLAM，一种基于触觉传感的实时三维SLAM系统，能够长时间准确估计物体姿态并高精度重建物体形状。与传统依赖点云的方法不同，GelSLAM利用触觉获取的表面法线和曲率信息，实现稳健的跟踪和闭环检测。该系统在实时追踪物体运动时误差低、漂移小，且能以亚毫米精度重建低纹理物体，拓展了触觉感知从局部接触到全局空间认知的能力，适用于高精度的手内操作和物体交互任务。
Diverse Signer Avatars with Manual and Non-Manual Feature Modelling for Sign Language Production,结合手动与非手动特征建模的多样化手语签署者虚拟形象生成,21 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.15988v1,http://arxiv.org/abs/2508.15988v1,2508.15988v1,本文提出了一种基于潜在扩散模型的新方法，用于生成多样化且逼真的手语数字虚拟形象。该方法通过一个创新的特征聚合模块，分别建模手部动作和面部表情等非手势特征，有效保留了语言内容的准确性，同时支持不同种族背景的参考图像以增强多样性。实验证明，该方法在YouTube-SL-25手语数据集上，较现有技术显著提升了视觉质量和感知效果，推动了手语生成技术的发展。
Dancing with Deer: A Constructional Perspective on MWEs in the Era of LLMs,与鹿共舞：大语言模型时代多词表达的构式语法视角,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15977v1,http://arxiv.org/abs/2508.15977v1,2508.15977v1,本文从用法驱动的构式语法视角探讨多词表达（MWEs）的理解与表示，强调其统一处理习语与非习语结构的优势。通过两个案例研究，展示构式模板在英语和阿拉霍语中对多词及多形素表达的有效建模。论文还比较了人类与大型语言模型在学习和推广新颖多词表达上的异同，指出尽管两者均能基于单次使用理解新表达，但只有人类能通过丰富的经验对多个新表达进行深入推理。研究为多词表达的认知机制和语言模型设计提供了新视角。
Contributions to Label-Efficient Learning in Computer Vision and Remote Sensing,计算机视觉与遥感中的高效标签学习研究进展,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15973v1,http://arxiv.org/abs/2508.15973v1,2508.15973v1,本文围绕计算机视觉与遥感领域中的少标注学习展开，提出了一系列方法以在标注有限的情况下有效利用大量未标注数据。研究涵盖弱监督学习、多任务学习、自监督对比学习和少样本学习，特别针对地球观测数据的多模态性和场景复杂性进行了适配。通过丰富的实验验证，这些方法在目标检测、语义分割和场景分类等任务中表现出显著提升。论文还展望了未来在实际应用中进一步提升少标注学习能力的方向。
UnPose: Uncertainty-Guided Diffusion Priors for Zero-Shot Pose Estimation,UnPose：基于不确定性引导的扩散先验的零样本姿态估计,21 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.15972v1,http://arxiv.org/abs/2508.15972v1,2508.15972v1,本文提出了UnPose，一种基于预训练扩散模型的不依赖物体模型的零样本6D姿态估计方法。该方法从单视角RGB-D图像出发，利用扩散模型生成初始三维物体表示及其不确定性估计，随后通过融合多视角信息并结合不确定性指导，逐步优化物体姿态和三维重建。实验结果表明，UnPose在姿态估计精度和三维重建质量上均优于现有方法，且具备良好的实际机器人操作应用潜力。
Advancing rail safety: An onboard measurement system of rolling stock wheel flange wear based on dynamic machine learning algorithms,推进铁路安全：基于动态机器学习算法的车辆轮缘磨损车载测量系统,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15963v1,http://arxiv.org/abs/2508.15963v1,2508.15963v1,本文提出了一种创新的车载测量系统，用于实时监测铁路车辆轮缘磨损情况。系统结合位移和温度传感器，通过动态机器学习算法自动训练模型，有效克服了传感器受温度影响的非线性响应。实验验证显示，该方法在滤波处理后测量准确率可达98.2%。该系统还能集成至物联网等铁路通信设备，提供精准的轮缘磨损及轨道异常监测，有助于提升铁路运行安全性和效率。
Representation Learning with Adaptive Superpixel Coding,基于自适应超像素编码的表示学习,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15959v1,http://arxiv.org/abs/2508.15959v1,2508.15959v1,本文提出了一种基于Transformer的自监督视觉模型——自适应超像素编码（ASC），旨在突破传统视觉Transformer依赖固定大小图像块的限制。ASC通过动态调整超像素层，更好地适应图像内容的结构特征，从而提升特征表示能力。实验结果表明，该方法在多项标准图像任务中优于现有主流模型，展示了其在视觉表征学习中的有效性和广泛应用潜力。
ASIC-Agent: An Autonomous Multi-Agent System for ASIC Design with Benchmark Evaluation,ASIC-Agent：一种用于ASIC设计的自主多智能体系统及基准评估,21 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.15940v1,http://arxiv.org/abs/2508.15940v1,2508.15940v1,本文提出了ASIC-Agent，一种针对数字ASIC设计的自主多智能体系统，通过整合多个专门子代理，实现从代码生成到验证、硬化及芯片集成的全流程自动化。该系统结合基础大语言模型与硬件设计工具及知识库，有效克服了传统语言模型在执行和调试方面的局限。为评估系统性能，作者设计了ASIC-Agent-Bench基准测试，验证了ASIC-Agent在多种设计任务中的表现。实验结果表明，ASIC-Agent显著提升了ASIC设计效率，展示了加速硬件设计流程的潜力。
Transforming Causality: Transformer-Based Temporal Causal Discovery with Prior Knowledge Integration,Transforming Causality：基于Transformer的时间因果发现与先验知识融合,21 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.15928v1,http://arxiv.org/abs/2508.15928v1,2508.15928v1,本文提出了一种基于Transformer模型的时间因果关系发现框架，旨在解决复杂非线性依赖和虚假相关性问题。该方法通过训练多层Transformer预测器捕捉变量间的长期非线性时序关系，利用梯度分析提取因果结构及时间滞后，并引入基于注意力机制的先验知识融合，有效排除不合理因果链接。实验结果表明，该方法在因果关系识别和时间滞后估计上均显著优于现有先进技术，展示了其在时间因果推断中的应用潜力和优势。
"Noise, Adaptation, and Strategy: Assessing LLM Fidelity in Decision-Making",噪声、适应与策略：评估大语言模型在决策中的忠实度,21 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.15926v1,http://arxiv.org/abs/2508.15926v1,2508.15926v1,本文提出了一种基于逐步干预的评估框架，用于考察大型语言模型（LLM）在模拟人类决策过程中的适应性和行为多样性。通过在两个经典经济学任务上的验证，研究发现LLM倾向于采用稳定但与人类行为存在差异的保守策略，且尽管指导和人类示例能部分改善表现，但仍难以复制人类的决策变异性。该工作揭示了LLM在行为真实感上的不足，强调未来评估应注重过程层面的真实性，为社科领域中利用LLM生成合成数据提供了方法指导。
Probabilistic Forecasting Cryptocurrencies Volatility: From Point to Quantile Forecasts,加密货币波动率的概率预测：从点预测到分位数预测,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15922v1,http://arxiv.org/abs/2508.15922v1,2508.15922v1,本文针对加密货币市场极端波动性的特点，提出了一种基于多种统计和机器学习模型的概率性波动率预测方法。通过结合不同模型的点预测，估计加密货币波动率的条件分位数，实现了从单一预测值向概率分布的转变。以比特币为例，实证结果表明，基于残差模拟的分位数估计方法在准确性和稳健性方面优于其他复杂方法。该研究首次系统评估了加密货币波动率的概率预测，为风险管理和交易策略提供了更全面的风险衡量工具。
HyperFlexis: Joint Design of Algorithms and Systems for Multi-SLO Serving and Fast Scaling,HyperFlexis：面向多SLO服务与快速扩展的算法与系统联合设计,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15919v1,http://arxiv.org/abs/2508.15919v1,2508.15919v1,本文提出了HyperFlexis，一种面向大规模语言模型服务的新型系统，旨在同时满足多种服务质量要求并实现快速弹性扩展。该系统通过智能调度和高效资源管理，有效应对请求多样性和复杂的服务目标，显著提升了响应速度和服务稳定性。特别地，HyperFlexis引入了设备间权重传输机制，大幅降低了启动延迟，同时实现了更高的服务达标率和更低的延迟，且成本与现有先进方案持平。该工作为大规模语言模型的实用部署提供了重要支持。
Information Ecosystem Reengineering via Public Sector Knowledge Representation,通过公共部门知识表示的信息生态系统重构,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15916v1,http://arxiv.org/abs/2508.15916v1,2508.15916v1,本文针对公共部门信息生态系统的数字化转型，提出了一种名为“表示解缠”的新方法，以解决信息重构过程中知识表达复杂性带来的挑战。该方法基于本体驱动的概念建模，能够理清多层次的知识关系，提升信息系统的可解释性、透明度和可追溯性。此框架有助于支持智能治理中的决策审计，促进人工智能和数据驱动架构下公共服务的有效重构和管理。
Evaluating Structured Decoding for Text-to-Table Generation: Evidence from Three Datasets,结构化解码在文本到表格生成中的评估：基于三个数据集的实证研究,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15910v1,http://arxiv.org/abs/2508.15910v1,2508.15910v1,本文系统评估了在文本生成表格任务中，采用结构化解码与传统一次性提示生成方法的效果差异。通过在三个不同数据集（E2E、Rotowire、Livesum）上，利用多种规模的大型开源语言模型进行比较，研究发现结构化解码能显著提升表格的有效性和内容一致性，尤其是在需要精确数值对齐的场景中表现突出。但在文本信息密集或需复杂汇总的任务中，结构化解码的效果有所下降。论文还探讨了评估指标的适用性及模型规模对结果的影响，为文本到表格生成方法的选择提供了实证参考。
Boosting Pathology Foundation Models via Few-shot Prompt-tuning for Rare Cancer Subtyping,通过少样本提示调优提升病理基础模型在罕见癌症亚型分类中的性能,21 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.15904v1,http://arxiv.org/abs/2508.15904v1,2508.15904v1,本文提出了一种名为PathPT的新框架，利用视觉-语言基础模型和少量样本提示调优，有效提升罕见癌症亚型的诊断准确率。该方法通过细粒度图像区域指导和跨模态信息融合，克服了传统方法仅依赖视觉特征的局限，增强了病灶定位和解释能力。在涵盖多种罕见癌症和常见癌症的数据集上，PathPT表现出显著优于现有技术的效果，为罕见癌症的辅助诊断提供了一种高效且可推广的解决方案。
VT-LVLM-AR: A Video-Temporal Large Vision-Language Model Adapter for Fine-Grained Action Recognition in Long-Term Videos,VT-LVLM-AR：一种用于长时视频细粒度动作识别的视频时序大型视觉语言模型适配器,21 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.15903v1,http://arxiv.org/abs/2508.15903v1,2508.15903v1,本文提出了一种名为VT-LVLM-AR的新框架，旨在提升长视频中细粒度人体动作识别的效果。该方法通过一个视频事件映射器，将原始视频转化为语义丰富且时间连贯的视觉事件序列，再利用适配后的大型视觉语言模型进行动作推理与分类。实验结果表明，VT-LVLM-AR在多个公开数据集上达到领先性能，同时具备良好的可解释性，展示了结合视觉语言模型进行视频理解的巨大潜力。
Text-Driven 3D Hand Motion Generation from Sign Language Data,基于文本驱动的手语数据三维手部动作生成,21 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.15902v1,http://arxiv.org/abs/2508.15902v1,2508.15902v1,本文提出了一种基于自然语言描述生成三维手部动作的模型，能够根据手形、位置及手指和手臂运动等细节进行控制。研究利用大规模手语视频数据及其伪标注，通过语言模型将手语类别转换为手部动作描述，构建了丰富的训练数据。基于此，作者训练了一个文本驱动的手部动作生成模型，具备跨不同手语类别及非手语动作的良好适应性。该工作不仅推动了手语动作生成技术的发展，还公开了模型和数据，为相关领域研究提供了重要资源。
Beyond Imaging: Vision Transformer Digital Twin Surrogates for 3D+T Biological Tissue Dynamics,超越成像：基于Vision Transformer的数字孪生代理用于3D+时间生物组织动力学,21 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.15883v1,http://arxiv.org/abs/2508.15883v1,2508.15883v1,本文提出了一种基于视觉变换器的数字孪生替代网络（VT-DTSN），用于预测和重建生物组织的三维时序动态。该方法通过多视角融合和综合损失函数，能够高精度地再现果蝇中肠组织在不同深度的形态和特征变化，且具有良好的鲁棒性和一致性。VT-DTSN为理解组织动态和细胞行为提供了高效、可靠的计算工具，推动了生物组织动态研究与时间分辨成像的结合，助力生物学中的计算实验和假设验证。
Beyond Transcription: Mechanistic Interpretability in ASR,超越转录：自动语音识别中的机制可解释性研究,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15882v1,http://arxiv.org/abs/2508.15882v1,2508.15882v1,本文首次系统地将解释性方法应用于自动语音识别（ASR）系统，揭示了语音识别过程中声学和语义信息在模型各层的演变规律。研究发现了编码器与解码器间导致重复错误的内部机制，以及深层声学表示中存在的语义偏差。这些发现不仅加深了对ASR模型内部运行机制的理解，也为提升语音识别系统的透明度和鲁棒性提供了新的研究方向。
TPLA: Tensor Parallel Latent Attention for Efficient Disaggregated Prefill \& Decode Inference,TPLA：用于高效分解预填充与解码推理的张量并行潜在注意力机制,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15881v1,http://arxiv.org/abs/2508.15881v1,2508.15881v1,本文提出了一种名为Tensor-Parallel Latent Attention（TPLA）的新型注意力机制，解决了多设备并行计算中缓存效率低下的问题。TPLA通过分割潜在表示和输入维度，使每个设备独立计算并高效合并结果，既保持了模型压缩缓存的优势，又提升了并行计算效率。该方法兼容现有模型，无需重新训练，并通过简单变换减少跨设备干扰。在长文本处理任务中，TPLA显著加速了推理过程，同时保持了性能表现，具备实际应用价值。
Lean Meets Theoretical Computer Science: Scalable Synthesis of Theorem Proving Challenges in Formal-Informal Pairs,Lean遇见理论计算机科学：形式-非形式对中定理证明挑战的可扩展合成,21 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.15878v1,http://arxiv.org/abs/2508.15878v1,2508.15878v1,本文提出利用理论计算机科学中的问题作为自动生成形式化与非形式化定理对的来源，解决了传统定理证明数据集规模有限的问题。通过自动合成两类具有挑战性的证明任务，作者搭建了一个可扩展的生成框架，支持并行输出形式化证明和对应的非形式描述。实验结果显示，当前先进模型在这些任务上表现仍有显著差距，特别是在复杂推理方面。该工作为推动自动化定理证明研究提供了新的数据资源和评测平台，促进了机器推理能力的深入发展。
Annif at the GermEval-2025 LLMs4Subjects Task: Traditional XMTC Augmented by Efficient LLMs,Annif在GermEval-2025 LLMs4Subjects任务中的表现：以高效大语言模型增强的传统多标签文本分类,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15877v1,http://arxiv.org/abs/2508.15877v1,2508.15877v1,本文介绍了Annif系统在GermEval-2025 LLMs4Subjects任务中针对文献主题预测的应用。该系统基于先前版本，结合多种小型高效语言模型实现翻译和合成数据生成，并利用大型语言模型对候选主题进行排序，显著提升了性能。最终，Annif系统在任务的定量和定性评测中均获得第一名，展示了在保持计算效率的同时实现高质量主题预测的有效方法。
DeepMEL: A Multi-Agent Collaboration Framework for Multimodal Entity Linking,DeepMEL：一种多智能体协作框架用于多模态实体链接,21 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.15876v1,http://arxiv.org/abs/2508.15876v1,2508.15876v1,本文提出了DeepMEL，一种基于多智能体协作推理的多模态实体链接框架，旨在解决文本与图像信息融合不足及大模型联合困难的问题。该方法通过四个专门角色的协同工作，实现文本语义与图像结构的高效对齐和消歧，采用动态迭代策略优化候选实体，提升链接准确率。实验结果表明，DeepMEL在多个公开数据集上显著优于现有方法，验证了其设计的有效性和实用价值。
NEAT: Concept driven Neuron Attribution in LLMs,NEAT：基于概念驱动的大语言模型神经元归因方法,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15875v1,http://arxiv.org/abs/2508.15875v1,2508.15875v1,本文提出了一种基于概念向量的方法，旨在高效定位大型语言模型中负责特定概念表达的重要神经元，称为“概念神经元”。该方法显著减少了计算资源需求，相较于以往方法将前向传播次数从与样本数和神经元数乘积成正比优化为仅与神经元数相关。通过对比实验和消融研究，方法表现优于多种基线，并结合聚类技术进一步提升搜索效率。最后，作者通过关闭识别出的神经元，分析了其在处理仇恨言论和偏见（特别是印度语境下）的影响，为理解和干预模型内部机制提供了新思路。
Spatial Policy: Guiding Visuomotor Robotic Manipulation with Spatial-Aware Modeling and Reasoning,Spatial Policy：基于空间感知建模与推理的视觉运动机器人操作引导,21 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.15874v1,http://arxiv.org/abs/2508.15874v1,2508.15874v1,本文提出了一种名为Spatial Policy（SP）的空间感知视觉运动机器人操作框架，旨在提升机器人在复杂环境中的控制能力。该方法通过显式的空间建模和推理，结合空间条件的视频生成、基于空间的动作预测及双阶段空间反馈优化，实现了视觉规划到动作执行的有效衔接。实验证明，SP在多样任务中显著优于现有方法，成功率达到86.7%，提升了机器人操作的实用性和可靠性。
Active Prostate Phantom with Multiple Chambers,具有多腔室的主动前列腺模型,21 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.15873v1,http://arxiv.org/abs/2508.15873v1,2508.15873v1,本文提出了一种具有多个独立气动腔室的前列腺仿真模型，能够通过精确调节体积，模拟不同类型的良性前列腺增生。该模型基于磁共振成像数据设计，采用有限元方法建模，并通过三维重建验证。实验结果显示模型在正向和逆向模拟中误差均较低，表明其具备良好的仿真精度。该仿真模型为机器人辅助手术系统的验证及医学培训提供了一个动态且逼真的平台，有助于提升诊断和治疗的效果。
CARFT: Boosting LLM Reasoning via Contrastive Learning with Annotated Chain-of-Thought-based Reinforced Fine-Tuning,CARFT：通过带注释链式思维的对比学习强化微调提升大语言模型推理能力,21 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.15868v1,http://arxiv.org/abs/2508.15868v1,2508.15868v1,本文提出了一种名为CARFT的新方法，通过结合对比学习和带注释思维链的强化微调，提升大型语言模型的推理能力。该方法有效利用已有的思维链注释，稳定训练过程，避免模型崩溃和性能下降问题。实验结果显示，CARFT在多个模型和数据集上均显著提升了推理性能和训练效率，表现出更强的鲁棒性和泛化能力。该研究为改进语言模型的推理表现提供了新的思路和实用方案。
